id,current_year,next_year,current_batting_avg,model_prediction,trend_prediction,combined_prediction
greej108,1947,1948,0.392,0.3985680447617076,0.44973708438823223,0.4241525645749699
jackj101,1920,1921,0.38827258320126784,0.38722306788310534,0.3323309523141518,0.35977701009862856
maywe101,1940,1941,0.38613861386138615,0.38498534953309954,0.36825737229592903,0.37662136091451426
robin102,1949,1950,0.3851851851851852,0.38925893942263673,0.34017593053345685,0.36471743497804676
starj102,1941,1942,0.3826086956521739,0.3895944223442919,0.3826086956521739,0.38610155899823295
speac103,1943,1944,0.38181818181818183,0.3802747102302828,0.391961446583295,0.3861180784067889
moodl101,1945,1946,0.3804878048780488,0.3765273390838918,0.4532833020637952,0.4149053205738435
kimbh102,1949,1950,0.3776824034334764,0.36301689762107764,0.37817553893473743,0.37059621827790756
lylej102,1940,1941,0.37719298245614036,0.38465257761660054,0.4619331347236084,0.4232928561701045
stone101,1945,1946,0.3763440860215054,0.37113090524800846,0.3418679369236816,0.35649942108584504
warea101,1948,1949,0.3761467889908257,0.3725053601443008,0.4123754470179829,0.39244040358114185
davic103,1939,1940,0.3761467889908257,0.3677487818669911,0.3761467889908257,0.3719477854289084
broww101,1949,1950,0.37606837606837606,0.3892725078548974,0.4556067017968175,0.42243960482585746
wilsf104,1939,1940,0.37579617834394907,0.37231143580725856,0.37579617834394907,0.3740538070756038
willm107,1944,1945,0.3756345177664975,0.3786915366143278,0.3756345177664975,0.3771630271904126
lelij101,1912,1913,0.375,0.37971626089250743,0.39099358886544877,0.3853549248789781
leonb101,1948,1949,0.37349397590361444,0.38348310782624917,0.3591212969140649,0.37130220237015704
pearl102,1949,1950,0.3723849372384937,0.3694560552917563,0.3660523796937376,0.36775421749274695
twomb101,1921,1922,0.3723404255319149,0.361757209545888,0.5106382978723332,0.4361977537091106
sampt101,1944,1945,0.37168141592920356,0.3728354908722753,0.364777911177288,0.36880670102478164
fishs101,1930,1931,0.36923076923076925,0.3624570724317764,0.36923076923076925,0.3658439208312728
sneas101,1943,1944,0.368,0.3762231525519446,0.368,0.3721115762759723
nunal101,1921,1922,0.36764705882352944,0.3476249352522397,0.3277220915304486,0.33767351339134416
garcs101,1947,1948,0.3670212765957447,0.3679016627056295,0.3319806975213879,0.3499411801135087
wrigb104,1945,1946,0.36693548387096775,0.3716177943581661,0.35230370015701773,0.3619607472575919
mcnec101,1947,1948,0.36633663366336633,0.36470234209460445,0.36633663366336633,0.36551948787898536
longb101,1947,1948,0.3656716417910448,0.3716616676560279,0.3656716417910448,0.3686666547235363
tatug101,1947,1948,0.36551724137931035,0.37254540937015646,0.34231321839079953,0.357429313880478
turnh101,1939,1940,0.36538461538461536,0.366922019075655,0.36538461538461536,0.3661533172301352
wyatr101,1945,1946,0.36363636363636365,0.3559892519579697,0.38189558119898237,0.36894241657847604
cresa101,1946,1947,0.36283185840707965,0.36616675680989436,0.3663932657025679,0.3662800112562311
davib108,1949,1950,0.3627450980392157,0.36299518341958065,0.37745098039215463,0.3702230819058676
wilse101,1936,1937,0.3626373626373626,0.3609326408425718,0.3626373626373626,0.3617850017399672
hairs101,1949,1950,0.3611111111111111,0.36029116617451395,0.3992319164802387,0.37976154132737633
armob101,1947,1948,0.36036036036036034,0.35728818262295814,0.3659688522073843,0.3616285174151712
chila101,1937,1938,0.36,0.3596958888791984,0.36,0.3598479444395992
duket102,1937,1938,0.359375,0.37574739148854025,0.359375,0.36756119574427015
coopw101,1924,1925,0.3584905660377358,0.35279096377854613,0.3280457291538532,0.3404183464661997
harvb102,1948,1949,0.35784313725490197,0.3512973900409425,0.3334100626252585,0.3423537263331005
smitj112,1945,1946,0.3575757575757576,0.3520322602547775,0.3575757575757576,0.35480400891526753
longt001,1995,1996,0.3557692307692308,0.3503055511339084,0.4741283895960464,0.4122169703649774
coimp101,1944,1945,0.35555555555555557,0.3631820324095819,0.3861476608187111,0.3746648466141465
cashb101,1949,1950,0.35514018691588783,0.35825638976488244,0.3331134906933393,0.3456849402291109
robin101,1945,1946,0.35454545454545455,0.3646233857939333,0.4058715775010109,0.3852474816474721
diazf101,1949,1950,0.35384615384615387,0.3720541349084363,0.35452102020997955,0.36328757755920793
brame101,1930,1931,0.35344827586206895,0.3465458774685508,0.39022988505746525,0.36838788126300803
bollj101,1944,1945,0.35294117647058826,0.3534344267625222,0.3666405228758194,0.3600374748191708
thomw103,1945,1946,0.3520408163265306,0.35290670257853896,0.3520408163265306,0.3524737594525348
holmp101,1945,1946,0.34951456310679613,0.3401491922264115,0.34951456310679613,0.34483187766660384
browt105,1942,1943,0.34951456310679613,0.35364908937132866,0.3911549615433074,0.37240202545731804
duanc101,1947,1948,0.3493975903614458,0.34658248431330163,0.34549308344489127,0.34603778387909645
lockl101,1948,1949,0.3493150684931507,0.3486302262342934,0.3744018008637706,0.361516013549032
scotj106,1948,1949,0.3472222222222222,0.33901127108524975,0.32148659968992943,0.3302489353875896
finne101,1949,1950,0.3472222222222222,0.34572200397333963,0.40803667745416305,0.37687934071375134
weavb101,1920,1921,0.34711964549483015,0.34623242586402564,0.3342977413918433,0.3402650836279345
clarb101,1949,1950,0.3464566929133858,0.34720158275320523,0.321087469301629,0.3341445260274171
vazqa101,1944,1945,0.34615384615384615,0.3410988724655108,0.34615384615384615,0.34362635930967844
willk101,1929,1930,0.34532374100719426,0.3333008553095095,0.3422972609244992,0.33779905811700434
stanj106,1926,1927,0.34513274336283184,0.33849078721586384,0.34513274336283184,0.34181176528934787
davel102,1944,1945,0.34513274336283184,0.3378761013571291,0.40017722752826934,0.3690266644426992
smite106,1929,1930,0.3448275862068966,0.33303106166857205,0.3018605420075925,0.31744580183808224
cravg101,1919,1920,0.34418604651162793,0.3457667168211473,0.29627679104052485,0.3210217539308361
byass101,1939,1940,0.344,0.33974863619816076,0.3803731108879802,0.3600608735430705
felsh101,1920,1921,0.3438538205980066,0.343486791920556,0.3235969904392988,0.3335418911799274
mackb102,1940,1941,0.3424657534246575,0.33399545871715475,0.3842462245752216,0.3591208416461882
taboe101,1949,1950,0.3422818791946309,0.35871351880044255,0.3701317230025438,0.3644226209014932
dandr101,1944,1945,0.3416149068322981,0.3410978422855671,0.3069573504930645,0.3240275963893158
aloum001,2007,2008,0.34146341463414637,0.34042329204076344,0.31874988769732093,0.3295865898690422
easth104,1949,1950,0.3404255319148936,0.33825692200263807,0.33410494123763135,0.33618093162013474
clarj002,1995,1996,0.3394495412844037,0.34607916460842786,0.34023922275189733,0.34315919368016257
saltj101,1945,1946,0.33884297520661155,0.33399707902595427,0.34509272712454653,0.3395449030752504
cartb102,1937,1938,0.33884297520661155,0.3331834788324117,0.33884297520661155,0.33601322701951164
eayre101,1920,1921,0.3382899628252788,0.33596571425582034,0.3382899628252788,0.33712783854054956
suttm101,1940,1941,0.33793103448275863,0.34405645468902063,0.3231612956288643,0.33360887515894244
archm101,1924,1925,0.3377049180327869,0.3318593357782046,0.3377049180327869,0.33478212690549575
ranem101,1963,1964,0.33766233766233766,0.3368764720982199,0.4413797211962276,0.38912809664722375
colle101,1927,1928,0.336283185840708,0.3165472010802441,0.34928535855617415,0.33291627981820915
serrb101,1949,1950,0.3360655737704918,0.3375850357444235,0.34446565930249196,0.3410253475234577
garmd101,1945,1946,0.33557046979865773,0.32319860100339864,0.27039885621546755,0.2967987286094331
kellj105,1918,1919,0.3355263157894737,0.3353724515323947,0.35032200755052045,0.3428472295414576
kellj101,1926,1927,0.3352272727272727,0.32831255742319254,0.3352272727272727,0.3317699150752326
cannw101,1944,1945,0.33516483516483514,0.32987793960341416,0.3353986448066433,0.3326382922050287
kendh001,2019,2020,0.3350125944584383,0.3364349166195448,0.30243595316256466,0.31943543489105475
austf101,1948,1949,0.3348623853211009,0.3349614269542814,0.3061833378546588,0.32057238240447006
manuh101,1937,1938,0.3347547974413646,0.33295937206137466,0.3172790524291229,0.32511921224524876
hoppj102,1950,1951,0.3333333333333333,0.33228407080418026,0.32188991668970957,0.32708699374694494
brooa101,1943,1944,0.3333333333333333,0.336830359879973,0.3333333333333333,0.3350818466066532
mumpj001,1987,1988,0.3333333333333333,0.3299912755341691,0.31424407598744875,0.32211767576080896
millh103,1924,1925,0.3333333333333333,0.3297956973307175,0.30559873904218904,0.31769721818645325
delae101,1903,1904,0.3333333333333333,0.3346579392729486,0.336304005878695,0.3354809725758218
milth101,1940,1941,0.3333333333333333,0.3421848601254471,0.3638357256778306,0.3530102929016389
schem101,1945,1946,0.3333333333333333,0.3287789026677056,0.3333333333333333,0.3310561180005195
philb101,1902,1903,0.3333333333333333,0.33531574738537573,0.457971014492756,0.39664338093906587
whitc103,1930,1931,0.3333333333333333,0.33311767736592135,0.3333333333333333,0.33322550534962736
schuj101,1925,1926,0.3333333333333333,0.3271146851874172,0.3159089000057076,0.3215117925965624
heilh101,1930,1931,0.33261802575107297,0.32603554478205454,0.39757937812885125,0.3618074614554529
davij106,1947,1948,0.33181818181818185,0.3377619891371376,0.3626848751101246,0.3502234321236311
reduw101,1938,1939,0.3314285714285714,0.3341754187269674,0.4617989417989463,0.3979871802629569
maysc101,1921,1922,0.33121019108280253,0.3279443088510452,0.2950979298626315,0.31152111935683835
leibn101,1924,1925,0.3310344827586207,0.32039367785880046,0.29906189833558194,0.3097277880971912
washj102,1948,1949,0.33088235294117646,0.32747276440904155,0.34513774225904026,0.33630525333404093
stocm101,1925,1926,0.3306709265175719,0.32393529174302066,0.3125409100104122,0.31823810087671645
stepr101,1933,1934,0.33064516129032256,0.33479043992198015,0.3378408161583206,0.33631562804015036
shauj101,1924,1925,0.3302752293577982,0.3267319637967787,0.3302752293577982,0.32850359657728845
ortha101,1907,1908,0.330188679245283,0.3317444840891732,0.28242070655726614,0.3070825953232197
renfc101,1947,1948,0.32972972972972975,0.3266095592172704,0.3721307568919059,0.34937015805458815
scotp101,1928,1929,0.32972972972972975,0.32152502689498097,0.34779732125585383,0.3346611740754174
hornr101,1931,1932,0.32967032967032966,0.3292929155271712,0.3738293821837244,0.3515611488554478
murpd106,1914,1915,0.32947976878612717,0.3151929610388643,0.3207698631655278,0.31798141210219605
hoppn001,2007,2008,0.3289902280130293,0.32233449803823067,0.3289902280130293,0.32566236302563
harve101,1901,1902,0.3287671232876712,0.3329441774111326,0.3287671232876712,0.3308556503494019
raded101,1980,1981,0.3284671532846715,0.32253347335525645,0.28580870987790963,0.30417109161658307
edwax001,2024,2025,0.3283018867924528,0.31422107288580636,0.3283018867924528,0.32126147983912956
jenkf102,1938,1939,0.3282442748091603,0.3188190970906703,0.38819586669148975,0.35350748189108006
ozunp001,2006,2007,0.328042328042328,0.3370209973064052,0.3802225871191496,0.3586217922127774
robea001,1985,1986,0.328,0.3213222702226839,0.3249733656174314,0.32314781792005765
bea-d101,1940,1941,0.32786885245901637,0.3277090971009754,0.32786885245901637,0.3277889747799959
maisg101,1921,1922,0.32779097387173395,0.32282635871321796,0.32779097387173395,0.32530866629247596
colbg001,2002,2003,0.3275862068965517,0.33075029107906867,0.3278560827145238,0.3293031868967963
blanh102,1942,1943,0.3274336283185841,0.32163141873417855,0.3847942639364277,0.3532128413353031
thorj101,1919,1920,0.3270440251572327,0.32337687496574047,0.3551726171252625,0.33927474604550145
hawkc101,1925,1926,0.3268698060941828,0.32078084362096765,0.3268698060941828,0.3238253248575752
lee-c101,1925,1926,0.32653061224489793,0.3196701691392137,0.37603385437876824,0.34785201175899094
cobbt101,1928,1929,0.32602739726027397,0.32467042149316117,0.3761710932362208,0.35042075736469097
wittb002,2024,2025,0.3257918552036199,0.32934200802016167,0.3572280842861062,0.34328504615313393
mccrj101,1903,1904,0.3256880733944954,0.32203936284326595,0.3256880733944954,0.3238637181188807
wheaz101,1927,1928,0.3254901960784314,0.3237497599852655,0.3512565276309667,0.3375031438081161
whatd101,1942,1943,0.32524271844660196,0.329049281266531,0.2545232385050724,0.2917862598858017
wilsj106,1943,1944,0.325,0.3230879277946419,0.3311036816702604,0.32709580473245115
hydec101,1944,1945,0.325,0.3244981274317878,0.3692568779644354,0.3468775026981116
poolh101,1934,1935,0.325,0.332430736852125,0.325,0.3287153684260625
gowdh101,1925,1926,0.32456140350877194,0.31485266552082686,0.30718103874780134,0.31101685213431407
clevd101,1946,1947,0.32456140350877194,0.32679520989855587,0.30065371290216447,0.31372446140036014
perej103,1944,1945,0.32432432432432434,0.3243766286308441,0.33199402483123563,0.32818532673103984
barbt101,1922,1923,0.32388663967611336,0.3151330392601392,0.3446091334632655,0.32987108636170237
sanca003,2005,2006,0.32386363636363635,0.31868384607174965,0.34033816391546523,0.3295110049936074
sherm101,1930,1931,0.3238095238095238,0.312539835570789,0.3238095238095238,0.31817467969015645
geraa101,1945,1946,0.3238095238095238,0.3152702500944713,0.3238095238095238,0.31953988695199753
wertv101,1962,1963,0.3238095238095238,0.32555264753697644,0.28119286323209985,0.3033727553845381
alouj101,1978,1979,0.3237410071942446,0.3148409110816277,0.2966388723869944,0.30573989173431104
mcinm101,1911,1912,0.3236301369863014,0.317303929466302,0.27459545815589514,0.2959496938110986
freed001,2019,2020,0.3235294117647059,0.32537706250945664,0.28506046501326954,0.3052187637613631
gwynt001,2001,2002,0.3235294117647059,0.3196194068485424,0.34952531665744724,0.3345723617529948
haslm101,1938,1939,0.3235294117647059,0.33277690186372755,0.3403995929595034,0.33658824741161547
speah101,1944,1945,0.3233082706766917,0.32157472367895074,0.3480763872506585,0.33482555546480464
fowlb101,1924,1925,0.3233082706766917,0.3174755972032042,0.3233082706766917,0.3203919339399479
martp103,1940,1941,0.3232758620689655,0.32171914079328995,0.315129076136512,0.318424108464901
woodj101,1943,1944,0.3231707317073171,0.31992540510960304,0.3231707317073171,0.32154806840846006
tolea001,2016,2017,0.3228346456692913,0.326952242905802,0.3228346456692913,0.32489344428754663
donlm101,1912,1913,0.3225806451612903,0.3178653865889168,0.32509775813814545,0.32148157236353114
murpe102,1920,1921,0.3225806451612903,0.3179103266550527,0.28811356340191274,0.3030119450284827
orwoo101,1928,1929,0.3224043715846995,0.3156013676412542,0.3224043715846995,0.31900286961297686
grifi101,1921,1922,0.3220338983050847,0.32843133800308144,0.40183177176547247,0.36513155488427695
guerv002,2024,2025,0.3220064724919094,0.3227987222339871,0.3050406623127788,0.31391969227338296
dungs101,1901,1902,0.3217391304347826,0.3199845364957198,0.3217391304347826,0.3208618334652512
sullj105,1921,1922,0.32170542635658916,0.31757115904532834,0.33158289572392974,0.324577027384629
clarf101,1911,1912,0.32169576059850374,0.31929490217540324,0.27531192368532587,0.29730341293036455
campb101,1983,1984,0.32167832167832167,0.31278200027837105,0.25541554481278345,0.28409877254557725
iglej001,2024,2025,0.321656050955414,0.32939002624647734,0.3131561237434628,0.32127307499497004
harrv102,1943,1944,0.32142857142857145,0.32062625823169283,0.2550716248459288,0.2878489415388108
killb101,1921,1922,0.32142857142857145,0.3284313184597548,0.29960195051893734,0.3140166344893461
veacb101,1925,1926,0.32098765432098764,0.31344683365096426,0.3375994153075652,0.32552312447926474
grimb101,1928,1929,0.3208955223880597,0.31422116316947213,0.32451562621585417,0.31936839469266315
lockg101,1975,1976,0.3206751054852321,0.31556577421141296,0.36434599156117997,0.33995588288629647
bissj101,1945,1946,0.32061068702290074,0.31958478984745436,0.30736231152608795,0.3134735506867712
mcnup101,1925,1926,0.32051282051282054,0.31388932947820813,0.36887374229146985,0.341381535884839
moorj104,1937,1938,0.32051282051282054,0.32002192399282947,0.3509981404854372,0.33551003223913334
branl101,1949,1950,0.32038834951456313,0.31532610092524654,0.32038834951456313,0.31785722521990484
clarw001,2000,2001,0.3201754385964912,0.32397453631864503,0.3101885987777593,0.31708156754820216
pearl101,1937,1938,0.32,0.3307637000167354,0.32,0.3253818500083677
keisb101,1903,1904,0.32,0.3268680236188569,0.3087014959835699,0.3177847598012134
woodp104,1945,1946,0.31932773109243695,0.3246683346766105,0.4392977975560015,0.381983066116306
biotc101,1941,1942,0.3192771084337349,0.3189406397848135,0.31624016728069293,0.31759040353275325
fisht103,1918,1919,0.3187250996015936,0.31403610209283983,0.3258828426062408,0.3199594723495403
oconj102,1924,1925,0.3185840707964602,0.3171962274050416,0.36924361329103306,0.34321992034803733
cases001,2008,2009,0.31840796019900497,0.31590100101901974,0.305439949160798,0.31067047508990886
pattg104,1947,1948,0.3181818181818182,0.32987823160821295,0.3181818181818182,0.32403002489501553
davib105,1972,1973,0.3181818181818182,0.3063742663662214,0.38054968287525526,0.34346197462073835
redmt001,2007,2008,0.3181818181818182,0.3143792305565355,0.3213028902132322,0.31784106038488386
frant101,1969,1970,0.3179190751445087,0.30391690607818606,0.2654121974061917,0.28466455174218885
evanj101,1925,1926,0.3179190751445087,0.31064470250415616,0.3195451784367407,0.3150949404704484
myatg101,1934,1935,0.3177570093457944,0.31086157085107635,0.2730644567487289,0.29196301379990264
pattp102,1947,1948,0.3177083333333333,0.3225351415472327,0.32657665505647104,0.32455589830185183
kille101,1907,1908,0.31746031746031744,0.3197248836932305,0.3856796956070667,0.3527022896501486
willt103,1960,1961,0.3173076923076923,0.32046091174951424,0.3189601507134996,0.31971053123150694
colac001,2015,2016,0.3172043010752688,0.3178061827076564,0.37019516566132893,0.34400067418449265
elshr101,1924,1925,0.3170731707317073,0.3083630355074848,0.3707534843205593,0.33955825991402205
scotj107,1949,1950,0.31690140845070425,0.32017897745706586,0.37454355764215563,0.3473612675496107
hoskb101,1946,1947,0.3165829145728643,0.31103852621901124,0.2857079079329985,0.29837321707600484
cavap101,1954,1955,0.31645569620253167,0.3125859769180115,0.31807504283621313,0.3153305098771123
vacht101,1925,1926,0.31640625,0.3276669199800614,0.31640625,0.32203658499003074
odoul101,1934,1935,0.3163841807909605,0.3206633887123,0.3060334920965353,0.31334844040441767
cartm101,1942,1943,0.3162393162393162,0.31894379828948444,0.35496910154869,0.33695644991908724
ordor001,2003,2004,0.3162393162393162,0.31735163488656876,0.2761437205372985,0.29674767771193367
berga102,1945,1946,0.3157894736842105,0.3092972203492709,0.3430217334380785,0.3261594768936747
dugaj101,1929,1930,0.3157894736842105,0.30470949457138463,0.31910563436677286,0.31190756446907875
thomc103,1937,1938,0.31543624161073824,0.32540626463157124,0.31543624161073824,0.32042125312115477
protd101,1925,1926,0.315035799522673,0.30683533588785433,0.290890312495641,0.2988628241917477
dwyej001,1989,1990,0.3148936170212766,0.30685747492378795,0.2924661498825678,0.2996618124031779
wrigz102,1937,1938,0.3148148148148148,0.31614340667817104,0.3148148148148148,0.31547911074649293
padgd101,1947,1948,0.31446540880503143,0.3113866302847496,0.2633302039683638,0.28735841712655674
presa001,2017,2018,0.3142857142857143,0.30880149000333346,0.25466347833951763,0.28173248417142555
ruffr101,1939,1940,0.3140495867768595,0.29925990352202625,0.23798086483887104,0.26862038418044865
mattw103,1924,1925,0.31382978723404253,0.3168023609746574,0.352956017155833,0.3348791890652452
galaa101,1947,1948,0.3137755102040816,0.3072276146186985,0.3057744382192622,0.30650102641898036
andrj104,1940,1941,0.3137254901960784,0.32712346069244325,0.3137254901960784,0.32042447544426084
waldi101,1901,1902,0.3135048231511254,0.312680977309096,0.3135048231511254,0.3130929002301107
kellb104,1912,1913,0.31343283582089554,0.309973319588467,0.31343283582089554,0.3117030777046813
allee101,1937,1938,0.31343283582089554,0.3097586492458353,0.29439729822932614,0.3020779737375807
silvc101,1949,1950,0.31343283582089554,0.3076387337961823,0.31343283582089554,0.31053578480853894
lenne102,1914,1915,0.3130630630630631,0.3083290447385296,0.3224070450097827,0.31536804487415615
browr103,1943,1944,0.3130434782608696,0.31547611453993163,0.2962149092512494,0.3058455118955905
ruizr001,2009,2010,0.3130434782608696,0.33045654229227894,0.3130434782608696,0.32175001027657424
clart101,1917,1918,0.3130434782608696,0.3125605122592606,0.28913219501479226,0.30084635363702644
cromw101,1991,1992,0.31297709923664124,0.3045802520416772,0.30305889261372654,0.30381957232770185
puckk001,1995,1996,0.31296296296296294,0.3113088570042043,0.3194070170416665,0.3153579370229354
arleb101,1931,1932,0.3129411764705882,0.3191898232745577,0.3129411764705882,0.31606549987257293
motam101,1973,1974,0.3129251700680272,0.3065885427738705,0.32817752343293716,0.3173830331034038
burgj101,1949,1950,0.3129251700680272,0.30960899440106227,0.3129251700680272,0.31126708223454475
slaud001,1996,1997,0.31275720164609055,0.31192911566458054,0.30760374318288797,0.3097664294237342
robed103,1921,1922,0.31272727272727274,0.3108533092649066,0.31558464580792744,0.31321897753641703
evans101,1915,1916,0.3127147766323024,0.31820195101443177,0.33158507488976596,0.3248935129520989
fonsl101,1931,1932,0.3126050420168067,0.3135044514087677,0.32495159013456254,0.3192280207716651
yelic001,2024,2025,0.3125,0.31057423041158805,0.2702775174920058,0.2904258739517969
thomd104,1946,1947,0.3125,0.3164487824926401,0.2633861058607175,0.28991744417667875
piedj001,2005,2006,0.3125,0.3162887983309046,0.3125,0.3143943991654523
hodaj101,1933,1934,0.3125,0.3106420594330788,0.3051139142757835,0.30787798685443113
lazoj101,1945,1946,0.3125,0.3103407938795297,0.3557692307692406,0.33305501232438517
milld102,1921,1922,0.3123123123123123,0.3079567793406521,0.26753183904736844,0.2877443091940103
muelw102,1923,1924,0.312,0.3143283040748599,0.3332198581560206,0.32377408111544026
eastp101,1928,1929,0.312,0.312601798795592,0.312,0.31230089939779604
donop102,1926,1927,0.3119266055045872,0.3079743897583512,0.3302752293577953,0.3191248095580732
youne102,1947,1948,0.3114754098360656,0.32100894633346233,0.3354989808309483,0.3282539635822053
chamc001,1986,1987,0.3114754098360656,0.3020588729398344,0.27059849290452775,0.28632868292218105
rowes101,1943,1944,0.3114754098360656,0.31124989135615755,0.3147157276013406,0.31298280947874907
sislg101,1930,1931,0.31136363636363634,0.30581067234216,0.33225520698864,0.3190329396654
wilsc001,1992,1993,0.3113207547169811,0.30015400858541597,0.34301418992671273,0.32158409925606435
kirkj101,1915,1916,0.3112391930835735,0.3150481316176444,0.28669525694336073,0.30087169428050253
poqut101,1979,1980,0.3111111111111111,0.3071499493044554,0.26981707317073145,0.2884835112375934
norei101,1959,1960,0.31097560975609756,0.3168678591728076,0.27237961050080045,0.29462373483680404
marcj101,1935,1936,0.31092436974789917,0.30733188048105164,0.3539915966386502,0.3306617385598509
millr101,1921,1922,0.3108108108108108,0.31111836313918595,0.4046128239676534,0.3578655935534197
ortid001,2016,2017,0.31078610603290674,0.310003794301763,0.29615615590553457,0.3030799751036488
hartb104,1901,1902,0.3106796116504854,0.3138315523676889,0.3106796116504854,0.31225558200908715
cochm101,1937,1938,0.3106796116504854,0.3093082724841184,0.3039381723140724,0.3066232223990954
gileg101,1938,1939,0.3105263157894737,0.3054280330804353,0.3178268251273355,0.3116274291038854
fielw101,1948,1949,0.3103448275862069,0.31440760405291257,0.3103448275862069,0.31237621581955977
kimmw101,1925,1926,0.3103448275862069,0.30090236041420004,0.3103448275862069,0.30562359400020345
corrc001,2024,2025,0.3103448275862069,0.30880505274659625,0.2786413775184361,0.2937232151325162
steib001,1983,1984,0.3103448275862069,0.30426971172606093,0.29132266611020263,0.29779618891813175
hatts001,2007,2008,0.31024930747922436,0.30830964910369474,0.28659304796233087,0.2974513485330128
ott-m101,1945,1946,0.31004366812227074,0.31552482522967396,0.283176738685623,0.29935078195764847
herna101,1941,1942,0.31,0.32234101650608343,0.31,0.3161705082530417
arral001,2024,2025,0.30988023952095806,0.3128968692577777,0.3219045608885496,0.31740071507316364
judga001,2024,2025,0.30983606557377047,0.315463532454678,0.2935295131599682,0.3044965228073231
zitzb101,1928,1929,0.3096085409252669,0.3091652772788176,0.3223417235142989,0.31575350039655825
tobij101,1927,1928,0.30952380952380953,0.301821106190443,0.3216578148071516,0.3117394604987973
parrc101,1947,1948,0.30952380952380953,0.31595606051298564,0.39682539682539186,0.35639072866918875
chouf101,1914,1915,0.30952380952380953,0.30320235212400715,0.30952380952380953,0.30636308082390834
coopt101,1948,1949,0.30952380952380953,0.3131505158234452,0.293746414228341,0.3034484650258931
hornb101,1943,1944,0.30952380952380953,0.30075363066131455,0.34234437481035584,0.3215490027358352
goosg101,1969,1970,0.30935251798561153,0.3222013656227476,0.4111578661598969,0.36667961589132225
fitzm102,1918,1919,0.30935251798561153,0.30480932182952514,0.30935251798561153,0.30708091990756836
skinb101,1965,1966,0.3092105263157895,0.3075642775118992,0.295099344715239,0.3013318111135691
fuent101,1977,1978,0.3089430894308943,0.3042711663107763,0.2892048689323641,0.29673801762157015
hersw101,1940,1941,0.3089430894308943,0.313696602597929,0.34332743814451305,0.328512020371221
terrb101,1936,1937,0.3088803088803089,0.30534550918420583,0.3603440736957282,0.33284479143996704
clemr101,1972,1973,0.30886075949367087,0.3029101732262293,0.3492757147264074,0.3260929439763184
chapr101,1920,1921,0.30885529157667385,0.30289901887847465,0.29306854392859094,0.29798378140353277
watsb001,1983,1984,0.3087248322147651,0.3002848585083185,0.292963638652289,0.2966242485803038
nixoa101,1927,1928,0.30864197530864196,0.3027988570932659,0.3144638159047872,0.3086313364990266
pratd101,1924,1925,0.3085339168490153,0.3003065727852108,0.31566977265272556,0.30798817271896817
culbl101,1946,1947,0.30851063829787234,0.3049985211291488,0.31062121983929103,0.3078098704842199
uhleg101,1930,1931,0.30833333333333335,0.3002294652043102,0.3213267592029343,0.3107781122036223
campv101,1915,1916,0.30824372759856633,0.3094959809455978,0.30718390607756074,0.3083399435115793
